,CD119 (IFN-g R a chain),CD11b,CD14,CD16,CD163,CD20,CD204,CD206,CD273,CD274,CD279 (PD-1),CD32,CD36,CD38,CD4,CD54,CD64,CD68,CD7,CD71,CD81,CD82,CD86,CD88,CD8a,CXCR4,HLA-ABC,HLA-DR,Neuropilin-1,Slamf7
batch1_sample1_transformed,-0.42960578,-0.726466,-0.40541753,0.008156954,-0.46706015,-0.62878186,0.2708822,-0.8088134,0.22184329,-0.48441434,-0.06092544,-0.4388734,-0.67261267,-0.5377513,-0.09692575,-0.30487952,-0.5609301,-0.5772727,-0.6968178,-0.17010258,-0.18770945,-0.2877551,-0.26925054,-0.68896604,-0.11393399,-0.5992966,-0.5743459,0.5691367,-0.44814056,-0.27195883
batch1_sample1_transformed,-0.9089013,-0.5356844,-0.13143809,-0.13918501,-0.25741014,-0.7655314,-0.28439072,-0.8664361,0.47601268,-0.50406325,-0.69165665,-0.76397735,-0.64555085,-0.35493287,-0.09638247,-0.6136992,-0.813969,0.10567665,-0.34307694,-0.1669233,-0.26748487,-0.59031737,-0.17704634,-0.44181585,-0.5812495,-0.19716284,-0.66190624,-0.11722488,-0.2711353,-0.459975
batch1_sample1_transformed,-0.16337092,-0.90342474,-0.68011135,0.008318037,-0.70180154,-0.46785203,-0.4192957,-0.7669932,-0.36832753,-0.8196412,0.017003853,-0.37283152,-0.82191545,-0.62590337,0.5660439,-0.54472464,-0.57267684,-0.6166704,-0.39502674,-0.26825494,-0.5141543,0.22812568,-0.57974243,-0.55255806,0.19632168,-0.5639788,-0.5386009,0.7177445,-0.68142176,-0.36946988
batch1_sample1_transformed,0.3298124,0.44667983,0.063203566,0.07399974,0.15846157,0.24626882,0.042970482,-0.56630725,0.53605735,-0.17746282,-0.35528508,0.8292582,-0.346606,0.16779351,-0.88562846,-0.26084322,-0.381426,0.14204101,-0.29915237,-0.56137717,0.03966435,0.2914736,0.5477234,0.6346302,-0.35170448,-0.2494152,0.21123691,0.8502921,0.37327373,0.17883272
batch1_sample1_transformed,-0.2345847,-0.5558101,-0.58507013,0.5421564,-0.21899317,-0.53200686,-0.0025767384,-0.5604377,0.43482882,-0.24731475,-0.75800556,-0.57240725,0.12069955,-0.43581533,-0.46309355,-0.7870672,-0.40928307,-0.4075897,-0.2280095,-0.118303195,-0.094269805,-0.46173584,0.08976737,-0.29743373,-0.27381164,-0.17995647,-0.2247877,0.38151458,-0.4259633,-0.07870586
batch1_sample1_transformed,-0.3643402,0.1997713,0.20057161,0.25384822,0.31258687,-0.43689623,0.6526875,-0.52479595,0.9081108,-0.15350094,-0.8844905,0.1502641,-0.11801126,-0.18738367,-0.88257825,-0.4428794,-0.48157462,-0.39312357,-0.79761606,-0.47517952,0.56761867,-0.5758666,0.49162877,-0.21140614,-0.47901815,0.02553691,0.07349352,0.46139622,0.059753317,-0.29071495
batch1_sample1_transformed,-0.16026175,-0.8134922,-0.7291646,0.3433814,0.13431366,-0.75935286,-0.8598632,-0.2946398,-0.64088994,-0.34131327,-0.63661236,-0.75510734,0.43903998,-0.55638355,0.20869644,-0.8284147,-0.82931536,0.6476752,0.27443275,0.4612262,-0.91920245,-0.2315037,0.25510365,-0.5073666,-0.26976666,0.2058166,0.36882508,0.29709587,-0.61458194,0.56627667
batch1_sample1_transformed,-0.4173796,-0.81158906,-0.59259266,-0.06020858,-0.5400532,-0.25866553,-0.57638305,-0.7965413,-0.35387534,-0.5703476,-0.049319062,-0.53611696,-0.6858324,-0.36633056,0.5857305,-0.63288015,-0.47241524,-0.66412216,-0.12955083,-0.40835232,-0.45785078,-0.011331718,-0.4155668,-0.58876073,0.026093813,-0.6624223,-0.6764317,0.65023434,-0.46513656,-0.25997663
batch1_sample1_transformed,-0.65974355,-0.87832695,-0.6540834,0.63030106,-0.84353,-0.41881493,-0.5068498,-0.83183336,-0.33385602,-0.30548134,-0.69774836,-0.71840596,-0.6626985,-0.52966195,0.3665502,-0.8211332,-0.88188124,-0.42676863,-0.0750948,-0.42611116,-0.75425005,0.25667655,-0.71428347,0.09052806,-0.1938209,-0.032789845,-0.71025056,0.4937254,-0.39422157,-0.15643093
batch1_sample1_transformed,-0.92802215,-0.16233377,-0.13934278,0.1429967,-0.22647808,-0.7832229,-0.29325116,-0.8034401,0.50129724,-0.038456984,-0.78336334,-0.60948896,-0.6548105,0.26708874,-0.14229067,-0.5085641,-0.8057677,0.47947744,-0.0670711,0.16221546,-0.18103264,-0.49581873,-0.3594873,0.02695789,-0.5814546,0.028901229,-0.64017534,-0.6824221,0.31326926,-0.6302851
batch1_sample1_transformed,-0.6085742,-0.27045304,-0.445471,-0.0100396415,0.08013714,-0.55688035,0.2528764,-0.78273654,0.28632757,0.0518981,-0.18750454,-0.45963442,-0.009361003,0.012910666,-0.33619475,-0.33201915,-0.45102236,-0.36501533,-0.5528194,-0.22524816,-0.32116085,-0.6687895,0.12435565,-0.43258098,-0.26104745,-0.06571165,-0.42310372,-0.06404021,0.23815954,-0.34747383
batch1_sample1_transformed,-0.69047946,-0.60126644,-0.57166046,0.19094364,0.34922376,-0.50690603,-0.70155483,-0.86319715,-0.3657057,-0.085485324,-0.29073355,-0.9391189,0.66404617,-0.53970027,0.0873543,-0.8920857,-0.6229154,0.013766902,0.20705302,0.13412626,-0.80384314,-0.65618247,0.51658976,-0.735473,-0.5429669,-0.41277632,-0.5154323,-0.1702614,-0.37862083,0.46915275
batch1_sample1_transformed,0.6801619,-0.62123597,-0.5039504,0.1804967,-0.24692051,-0.38165176,0.11400685,-0.04898086,0.21606329,-0.4118338,-0.09269936,0.5282238,-0.53818625,0.116300665,-0.07217468,-0.08605156,0.053380027,-0.69971347,-0.5803927,-0.35864288,0.15899949,-0.047251165,-0.3163296,-0.39684904,0.5783479,-0.3401209,0.033327714,0.70766246,-0.32158735,-0.4587606
batch1_sample1_transformed,-0.31615484,-0.65142435,-0.5472323,-0.08050603,-0.1188455,-0.31129634,-0.6860641,-0.7830362,-0.29295182,-0.23696901,0.06381302,-0.5786482,-0.2967291,-0.008339138,0.18008865,-0.7304626,-0.4251718,-0.25747314,0.19213445,-0.41917616,-0.66789216,-0.47236127,-0.14316635,-0.49078897,0.03505941,-0.607969,-0.5137971,0.52021945,-0.24989857,-0.20308636
batch1_sample1_transformed,0.99958235,0.47212854,0.51068157,0.1471233,-0.90810907,-0.21080558,0.99333215,0.9984028,-0.8653344,0.17534766,0.99958855,-0.0413766,0.8923663,-0.8542834,-0.3816323,0.9902809,0.999358,-0.6350748,-0.0053773187,0.8168901,0.96075296,0.5495967,-0.8069146,-0.27027833,0.91713953,-0.28193352,-0.69955724,-0.8301908,-0.9694497,0.98325425
batch1_sample1_transformed,-0.13829304,-0.6850849,0.50340754,0.3874333,-0.5449171,-0.053872176,0.13190068,0.13301027,-0.15619947,-0.13172553,-0.5504008,0.29761153,-0.7086349,-0.5937137,-0.36698273,-0.0890461,-0.9023977,0.25972793,-0.66231126,-0.538889,-0.6380469,0.8584572,-0.76970375,-0.046703923,-0.19864148,0.054232955,0.43390968,0.83228785,-0.58154523,0.39523923
batch1_sample1_transformed,-0.6502862,-0.82437336,-0.48278838,-0.14724572,-0.35148272,-0.58041364,-0.62800145,-0.8964072,-0.19994728,-0.49705976,-0.10186003,-0.6740949,-0.6233458,-0.34461656,0.20861927,-0.6522906,-0.7938549,-0.21109477,-0.14620624,-0.42411497,-0.6958388,-0.23883873,-0.3413218,-0.5099389,-0.17064197,-0.6145829,-0.59471714,0.58641917,-0.3681476,-0.31609213
batch1_sample1_transformed,0.8860883,0.7815275,0.9967544,0.9651672,-0.28662997,0.7479581,0.9832314,0.99072134,0.76456136,0.9963931,-0.6499046,-0.7362637,0.9949164,-0.8343319,-0.42834455,0.7499075,0.18918268,-0.7640188,0.12447306,0.71042025,0.8465378,-0.35751387,0.5854611,-0.043847844,0.7053577,0.9214895,0.63333446,-0.95071244,-0.53710914,0.97048837
batch1_sample1_transformed,-0.7391141,-0.5736678,-0.37990496,0.20684151,-0.5296003,-0.28270462,0.15143193,-0.7575335,0.37449795,-0.3240102,-0.67012346,-0.6656421,-0.53900546,-0.42419806,-0.11553986,-0.6069603,-0.549128,-0.6208283,-0.3962854,-0.4647531,-0.066086575,-0.4464135,-0.34549546,-0.3241172,-0.39167115,-0.244618,-0.6923395,0.29047135,-0.21228932,-0.34750706
batch1_sample1_transformed,-0.5310187,-0.09629083,-0.30944672,-0.30449954,-0.37835017,-0.6763339,0.37515724,-0.54357535,0.550901,-0.743365,-0.2594537,-0.33540896,-0.5310592,-0.2536689,-0.28851572,-0.118385896,0.03932603,-0.30966982,-0.52107054,-0.40964556,0.5694046,-0.52979964,-0.23119491,0.067681134,-0.3569274,0.26517537,-0.6598549,-0.21528348,-0.2893318,-0.56736267
batch1_sample1_transformed,-0.8881649,-0.07848744,0.24152926,-0.23847793,-0.43621552,-0.86330277,0.09932943,-0.6978677,0.7620508,-0.7505014,-0.71505445,-0.62719,-0.81682754,-0.36859992,-0.3127877,-0.36885837,-0.65097624,0.5062071,-0.48143798,-0.03157131,0.45081803,-0.59737784,-0.3618179,-0.037382003,-0.60346794,0.26786733,-0.6941333,-0.55341554,-0.4483205,-0.6737514
batch1_sample1_transformed,0.30342528,0.8327818,-0.5553966,-0.59089845,0.8091392,0.27792862,0.17318754,0.8209586,-0.18835376,0.19221467,0.46262085,0.73095727,0.7033063,0.9653334,-0.1485143,0.70349145,0.91484296,0.105175994,-0.5408803,-0.19945882,0.44609436,0.23441577,0.060723096,0.44684926,0.095662,0.75825465,-0.012160298,-0.89511573,0.88322324,-0.3253617
batch1_sample1_transformed,-0.61539334,-0.71347344,-0.27210087,-0.38411117,-0.09813757,-0.27447224,-0.70077336,-0.86624926,-0.13256684,-0.52651465,-0.13431229,-0.51718557,-0.65083027,-0.27726352,0.16941138,-0.6357653,-0.7121854,-0.18636812,0.046892814,-0.6034909,-0.5865977,-0.19314595,-0.22067806,-0.47798812,-0.23621112,-0.7208615,-0.4205127,0.7040476,-0.27984622,-0.34682202
batch1_sample1_transformed,-0.8392532,-0.516378,-0.1987541,-0.097863175,-0.53651106,-0.6684845,-0.025848262,-0.70724857,0.47752327,-0.69561666,-0.68089354,-0.6659591,-0.7589834,-0.4816345,0.08184165,-0.45789626,-0.61053956,-0.13354647,-0.3616361,-0.15769528,0.16431727,-0.45565453,-0.40760648,-0.2580684,-0.4748252,-0.013781457,-0.6760044,-0.13643643,-0.4367617,-0.56125456
batch1_sample1_transformed,-0.8186155,-0.670838,-0.4151876,0.30996656,-0.55960065,-0.6060176,-0.21570016,-0.7229264,0.3440281,-0.38415056,-0.76682353,-0.7846402,-0.5562237,-0.39500144,-0.061584182,-0.6983678,-0.71234596,-0.17853338,-0.14671387,-0.16919523,-0.21388526,-0.44402453,-0.4400414,-0.24115357,-0.4501086,-0.13436885,-0.6805186,0.08414159,-0.4126307,-0.3790409
batch1_sample1_transformed,-0.5547353,-0.8275787,-0.22531028,0.58856976,-0.69350296,-0.46787116,-0.28977215,-0.6602268,-0.14857543,-0.19983546,-0.7171696,-0.4033305,-0.7042832,-0.41539592,-0.32576507,-0.6918091,-0.9402477,0.0678418,-0.5726521,-0.61378616,-0.8087702,0.5763641,-0.77351576,0.0331553,-0.30954668,0.08514432,-0.40704,0.7162094,-0.42586747,0.13496315
batch1_sample1_transformed,-0.67552453,-0.77238584,-0.5130389,-0.3127,-0.7089607,-0.51826954,-0.41458037,-0.92724025,-0.24945948,-0.713238,0.19663523,-0.71715504,-0.776249,-0.7162215,0.49495548,-0.6632116,-0.5454236,-0.531158,0.03398862,-0.15835118,-0.59456736,-0.57653546,-0.12705803,-0.6285633,-0.16095534,-0.6905574,-0.8054132,0.47555643,-0.55681795,-0.13208362
batch1_sample1_transformed,-0.4814488,-0.8868399,-0.612952,0.07277688,-0.6064987,-0.43255517,-0.4647534,-0.80120397,-0.31883273,-0.6417717,-0.16526334,-0.59091383,-0.7204123,-0.52389175,0.45273668,-0.58520424,-0.70398664,-0.52028304,-0.3081686,-0.34451723,-0.57352537,0.15252793,-0.5767388,-0.5162135,-0.017734146,-0.55858046,-0.56438446,0.661991,-0.5572385,-0.34356695
batch1_sample1_transformed,-0.73361087,0.1758473,-0.40766162,0.015947156,0.35145935,-0.367911,-0.10744923,-0.66975045,0.25673994,0.4295911,-0.5015383,-0.29614478,0.20230292,0.6248412,-0.21322489,-0.5858609,-0.25724304,-0.36580282,-0.52619857,-0.3551273,-0.34434164,-0.50280863,0.20912439,-0.46537155,-0.39471856,-0.014183333,-0.5528604,-0.29327944,0.56802994,-0.09739641
batch1_sample1_transformed,-0.82709104,-0.71485955,-0.2862923,-0.18971519,-0.45221144,-0.55513746,-0.1763403,-0.897984,0.13963097,-0.6608292,-0.4013935,-0.72682726,-0.7359169,-0.6540407,0.27169126,-0.5809446,-0.752537,-0.43314368,-0.49652663,-0.2893532,-0.3779828,-0.377955,-0.2342557,-0.6425843,-0.43990564,-0.45908895,-0.68602747,0.30100015,-0.42543256,-0.34126747
batch1_sample1_transformed,-0.7413338,-0.42559808,-0.38032553,0.1238645,-0.0108058425,-0.5093971,-0.30607304,-0.90046716,0.058730736,-0.08516375,-0.37551832,-0.8570043,0.27402127,-0.4864076,-0.068840876,-0.83473194,-0.6142119,-0.3032063,-0.18300158,-0.2018484,-0.6270905,-0.6624533,0.35157257,-0.599446,-0.49181965,-0.29810762,-0.6364179,-0.1473627,-0.15421626,0.17940432
batch1_sample1_transformed,-0.03959546,0.60418475,0.8612335,-0.9697856,0.85950595,0.8635856,-0.91663754,0.94375074,-0.27015737,0.80088866,0.773406,0.76513594,-0.39756888,0.99526876,-0.67694443,0.9597609,0.50733614,0.9168526,0.9539806,-0.91323495,-0.033550207,-0.04686352,-0.7247192,0.8192895,0.41748556,-0.7180109,0.19549718,0.5105122,0.8790475,-0.4864902
batch1_sample1_transformed,-0.9043706,-0.66445816,-0.24715774,-0.050330736,0.19200242,-0.84422857,-0.6961634,-0.8528586,0.24415351,-0.4311895,-0.7088202,-0.88220346,-0.22028688,-0.33699024,-0.1990179,-0.7574455,-0.88902044,0.5503956,-0.02289065,0.08235967,-0.6228514,-0.6190905,0.07398908,-0.5616704,-0.6576317,-0.24971637,-0.49128965,-0.10531159,-0.43241557,-0.1643078
batch1_sample1_transformed,0.9805035,0.56719214,0.063827425,0.69382477,0.8275037,0.10627797,0.29642567,0.83834124,0.31441307,0.7717145,0.2244994,-0.4283411,0.9944575,0.38901436,-0.6657042,-0.5420258,0.9263431,-0.626827,0.06795768,0.41488007,0.3281784,-0.73967993,0.9092331,-0.5195835,0.7330534,0.29178023,0.19755597,-0.8152078,-0.101628676,0.8799784
batch1_sample1_transformed,-0.7031643,-0.121341504,-0.5726365,-0.16168046,-0.17463157,-0.65400535,-0.06368842,-0.7350504,0.031666238,-0.27771452,-0.034644242,-0.48913202,-0.20669042,0.16708106,-0.11127713,-0.21004981,-0.28999075,0.07511658,-0.09192634,-0.1322451,-0.13077067,-0.48541415,-0.20488566,0.20025721,-0.4097347,0.17622599,-0.6184603,-0.5295234,0.2929278,-0.4987058
batch1_sample1_transformed,-0.8454969,-0.56698537,-0.19140357,0.055504598,-0.49291965,-0.6733782,-0.05260847,-0.8152262,0.46828413,-0.48900324,-0.69538796,-0.7198856,-0.66628957,-0.4891981,-0.06109791,-0.6010647,-0.74338204,-0.16377383,-0.40243116,-0.18955553,-0.13027817,-0.4948184,-0.2914645,-0.3723483,-0.48390403,-0.16457297,-0.66131604,0.029534094,-0.35850313,-0.43036902
batch1_sample1_transformed,-0.6667585,-0.5315943,-0.3454398,-0.044422973,-0.6184396,-0.589696,0.2914823,-0.66759604,0.43197384,-0.7544845,-0.59736645,-0.4116864,-0.7921378,-0.6492673,0.2170521,-0.43610373,-0.38760316,-0.49483368,-0.55902463,-0.06473336,0.23601532,-0.35366082,-0.33445185,-0.4556631,-0.30282065,-0.13803408,-0.53138775,0.0699328,-0.4953687,-0.52007693
batch1_sample1_transformed,-0.8140878,-0.7133733,-0.35033363,-0.0669395,-0.37848282,-0.18431844,-0.35104686,-0.89570063,-0.035721004,-0.23624119,-0.4072557,-0.76672053,-0.5628598,-0.41647583,0.16890705,-0.6604008,-0.7503832,-0.54713964,-0.25696844,-0.5781983,-0.5498248,-0.34168726,-0.3132939,-0.54044133,-0.4192416,-0.5879124,-0.71081483,0.5155,-0.1329997,-0.24398024
batch1_sample1_transformed,-0.84103954,-0.54029334,-0.35107636,0.439769,-0.6467578,-0.55877674,-0.14921586,-0.7650205,0.551263,-0.09751748,-0.84438896,-0.79766923,-0.46821585,-0.15147536,-0.35915506,-0.7801274,-0.71457654,-0.2462938,-0.028763535,-0.43905577,-0.17407578,-0.6183654,-0.43939275,0.12170061,-0.4534805,0.045401644,-0.8002895,0.011798487,-0.18811691,-0.3909211
batch1_sample1_transformed,-0.7704417,-0.8067011,-0.647622,0.025529226,-0.12767316,-0.5771816,-0.5915817,-0.8992641,-0.2389307,-0.53218055,-0.3413425,-0.8117118,-0.31845805,-0.49035692,0.14363085,-0.78318065,-0.7769371,-0.19281965,-0.18168844,-0.21960917,-0.73111385,-0.3361328,-0.12679607,-0.62967265,-0.45339766,-0.5163116,-0.54486305,0.40842545,-0.41032806,-0.14949095
batch1_sample1_transformed,-0.8210895,-0.51132363,-0.2231733,-0.38351384,-0.35502136,-0.7827019,0.0649736,-0.8734874,0.40715006,-0.7326901,-0.3050502,-0.5888372,-0.76545167,-0.5743029,0.011969362,-0.3881402,-0.6421091,-0.1381209,-0.58705735,-0.07025748,-0.106667,-0.58155984,-0.090546384,-0.60531616,-0.46723923,-0.33192262,-0.6359022,0.01752932,-0.39644387,-0.4638556
batch1_sample1_transformed,-0.8505496,-0.47660467,-0.20904885,-0.00040654084,-0.4345451,-0.5700893,0.044592444,-0.8550525,0.46830508,-0.3918111,-0.62608874,-0.72487706,-0.5882772,-0.4193903,-0.16638444,-0.6253702,-0.6843224,-0.3176046,-0.43705794,-0.3639027,-0.17894992,-0.58145344,-0.21376747,-0.38260347,-0.5025241,-0.20508106,-0.718128,0.04192739,-0.20171462,-0.38939807
batch1_sample1_transformed,-0.51665825,-0.12698223,-0.084648415,-0.12013558,-0.17671837,-0.48407128,0.5884927,-0.6641594,0.7235537,-0.63065475,-0.6909674,0.23905575,-0.68766344,-0.49556974,-0.57400227,-0.33735836,-0.40073848,-0.52208185,-0.7376675,-0.42476043,0.35322133,-0.42921796,0.109310225,-0.39691806,-0.43270594,-0.19238572,-0.118626125,0.49159572,-0.17917943,-0.37597695
batch1_sample1_transformed,-0.8098225,0.008197312,0.87580985,-0.9094382,0.91260993,-0.23940767,-0.9895381,-0.4042631,0.22536564,0.05832515,-0.2618746,-0.44477072,-0.5643504,0.82645416,-0.5195057,-0.3403535,-0.82158077,0.9482602,0.9523524,-0.7765953,-0.5107995,-0.7165856,0.16653444,-0.28109813,-0.4770757,-0.91976005,0.0669283,0.71756315,-0.04214777,-0.2526864
batch1_sample1_transformed,-0.45452824,-0.72801274,-0.4553199,-0.20014915,-0.1893197,-0.47302893,-0.65578526,-0.82824486,-0.09809948,-0.42129603,-0.12334268,-0.48345283,-0.5330863,-0.12358246,0.063780345,-0.65400493,-0.66601783,-0.0825613,0.013318353,-0.5310887,-0.5926578,-0.19094363,-0.31958938,-0.31730267,-0.07366881,-0.61191416,-0.34639686,0.6281788,-0.2542231,-0.4399331
batch1_sample1_transformed,-0.39840114,0.5552682,0.0020476326,0.07887331,0.54693717,-0.39681935,0.3976298,-0.19567673,0.8631772,0.29022732,-0.78216255,0.09809925,0.44888738,0.68700916,-0.8651094,-0.3349613,0.0403245,-0.18127531,-0.69963145,-0.5538528,0.6022439,-0.5507046,0.4610559,0.14424582,-0.4270533,0.3388617,-0.2808156,-0.049506944,0.4829673,-0.28091368
batch1_sample1_transformed,-0.27119753,-0.6426532,-0.28379646,-0.41567054,-0.049755286,-0.48127097,-0.8305147,-0.85509,-0.10753139,-0.24118565,0.18933746,-0.39569244,-0.5105551,0.21968211,-0.1397225,-0.6891456,-0.63291204,0.18265696,0.48746487,-0.6688147,-0.7086742,-0.5235194,-0.17113087,-0.17570724,0.12052106,-0.7447892,-0.39732972,0.71601605,-0.14596096,-0.39264458
batch1_sample1_transformed,-0.95599085,-0.62656486,-0.123663604,-0.05610674,-0.36097887,-0.7573959,-0.87163454,-0.8886052,0.20657624,-0.5508069,-0.773496,-0.9068052,-0.69040877,-0.19227569,0.19675525,-0.80063397,-0.8903456,0.59104455,0.6766787,-0.04580538,-0.4440617,-0.6288993,-0.2989906,0.010408995,-0.67361426,-0.28045842,-0.82216835,-0.29666772,-0.41003257,-0.46375182
batch1_sample1_transformed,-0.57550377,-0.696669,-0.58252174,0.26429075,-0.49413988,-0.42825657,-0.017938849,-0.80967987,0.16218539,-0.31337577,-0.5520917,-0.46434245,-0.49884707,-0.3337914,-0.08019285,-0.6584503,-0.651914,-0.58572876,-0.5280045,-0.465323,-0.40231544,-0.144112,-0.34184408,-0.33685702,-0.23935375,-0.29348585,-0.52703255,0.5270484,-0.16760768,-0.310497
batch1_sample1_transformed,-0.9214974,-0.8429337,-0.08886751,-0.0043748408,-0.5339797,-0.4132225,-0.91909915,-0.8536756,-0.25987583,-0.49550802,-0.70035887,-0.8393816,-0.8246799,-0.20247352,0.28930828,-0.7395886,-0.9434705,0.47658712,0.7362377,-0.49795887,-0.7136384,-0.020458719,-0.6859944,0.18234085,-0.5501797,-0.5190244,-0.7480678,0.48027247,-0.43808848,-0.36045235
batch1_sample1_transformed,0.091157086,0.007082215,0.4777593,0.2511141,0.78451866,-0.25947088,-0.17906219,-0.36999488,-0.61584765,0.6565399,0.669326,-0.9791498,0.9243526,-0.8389133,-0.040265344,-0.5796299,-0.26309222,0.58035976,-0.30651867,0.79715234,-0.7863637,-0.7030035,0.7661134,-0.96843565,-0.43712404,-0.62388754,-0.24766551,-0.7034418,-0.6324273,0.92164236
batch1_sample1_transformed,0.5638765,0.08438262,0.6677563,-0.37601337,0.81565017,0.619998,0.6258117,0.63687265,0.31178492,-0.47171488,-0.12637162,0.95322615,-0.8474071,0.1909366,-0.8723463,0.7588352,-0.5868405,0.22005704,-0.96534616,-0.6945222,-0.20531024,0.71769714,-0.30433008,-0.70008993,-0.100573584,-0.282271,0.86040485,0.9492614,-0.0103839515,0.025943097
batch1_sample1_transformed,-0.49734524,0.11020653,-0.2961679,-0.54995185,-0.24927124,-0.7420108,0.4581595,-0.6310178,0.43378723,-0.8511157,0.1202784,-0.2341069,-0.5280438,-0.4895949,-0.072593965,-0.045424744,0.21364397,-0.15049884,-0.621964,-0.1507458,0.48576927,-0.5727637,0.03959702,-0.16332977,-0.37442708,0.31872627,-0.525213,-0.49408546,-0.31315243,-0.53063625
batch1_sample1_transformed,-0.8016473,-0.55518544,-0.124275796,-0.054795746,-0.4720947,-0.6441331,0.110491306,-0.879821,0.38181305,-0.54057366,-0.44372487,-0.73153025,-0.6916121,-0.6680742,-0.06729504,-0.6048879,-0.7079247,-0.27488047,-0.5880556,-0.19288555,-0.233874,-0.4933825,-0.18026866,-0.627222,-0.48617014,-0.42174947,-0.69111925,0.18073621,-0.44742095,-0.26139337
batch1_sample1_transformed,-0.8282369,-0.061283972,-0.27169386,-0.30965385,-0.10044974,-0.69848174,0.022489911,-0.8028872,0.30871126,-0.45224223,-0.30895227,-0.56731325,-0.32085127,-0.10201198,-0.136528,-0.43355092,-0.4787629,0.14053452,-0.3233557,-0.18510026,-0.26476803,-0.6234882,-0.04339121,-0.10680934,-0.49046195,0.2510613,-0.56461394,-0.62389505,0.15494987,-0.4492892
batch1_sample1_transformed,-0.45446718,-0.49680942,-0.18598177,-0.030733889,-0.01823985,-0.18315123,0.4859287,-0.5566046,0.5428356,-0.55487955,-0.6741794,0.23244753,-0.6598577,-0.4008949,-0.5541032,-0.17031641,-0.56272745,-0.65917367,-0.7787611,-0.59379774,0.17768073,0.0053530615,-0.16058779,-0.5032992,-0.40978396,-0.38988,-0.020339878,0.76931226,-0.1816607,-0.2848417
batch1_sample1_transformed,-0.92427516,-0.23943801,-0.067680374,-0.23015459,-0.045998987,-0.7572636,-0.1414937,-0.92782325,0.4674529,-0.23907402,-0.5291195,-0.7903648,-0.34048983,-0.2732773,-0.27809083,-0.6892044,-0.7962353,0.21101893,-0.4277158,-0.1911552,-0.5330425,-0.72864413,0.15360819,-0.45893854,-0.6288308,-0.09484336,-0.66463,-0.4275878,0.07284744,-0.3023698
batch1_sample1_transformed,0.89174455,-0.19933721,-0.077369995,0.30993757,0.39062774,-0.88859713,0.26334774,0.8639935,-0.2694886,-0.63419795,-0.43217438,0.3486566,0.4156901,-0.8716184,-0.248065,-0.29123178,-0.14971353,0.7484664,-0.8186947,0.80556166,-0.39823192,0.48597944,0.39058217,-0.8364127,-0.047473904,0.45995206,0.9234319,0.036178652,-0.8741275,0.85147184
batch1_sample1_transformed,-0.7313458,-0.45537043,-0.4151379,0.02413411,-0.5577508,-0.61053133,0.13281065,-0.6811643,0.4626166,-0.6186681,-0.6664817,-0.48556703,-0.68425614,-0.39161927,-0.0011884563,-0.53295165,-0.42191032,-0.39309406,-0.3896134,-0.22847512,0.14523295,-0.4786644,-0.33620963,-0.2216171,-0.36453107,-0.011995672,-0.6163439,-0.018209683,-0.31195807,-0.5202017
batch1_sample1_transformed,-0.5124817,-0.58122736,-0.33891326,-0.448485,0.19062683,-0.7057268,-0.7132121,-0.9077529,0.08319408,-0.10348426,0.20653595,-0.50474346,-0.37701422,0.2607509,-0.29618505,-0.5942143,-0.6613267,0.10202214,0.19553357,-0.4786325,-0.6648534,-0.7369438,0.13776761,-0.49798104,-0.0518116,-0.76061386,-0.5053933,0.56722367,0.0048493375,-0.3535304
batch1_sample1_transformed,0.14008343,-0.5468201,0.63078314,-0.062054776,0.16834779,0.23553969,0.36582264,0.42371547,0.10738497,-0.6745167,-0.5851229,0.900006,-0.8146801,-0.68902135,-0.48533887,0.5341306,-0.8656047,0.08892346,-0.8293187,-0.36360827,-0.194729,0.92170614,-0.319962,-0.34889394,-0.29138556,-0.13450381,0.89963686,0.95037013,-0.59459406,0.30254066
batch1_sample1_transformed,0.99914473,0.9999969,1.0,-0.99999964,0.998247,1.0,0.99995303,1.0,-0.99672663,0.9995383,1.0,0.99999493,0.9998916,0.6687247,-0.58736944,1.0,1.0,0.97905064,1.0,-0.8092787,0.9999758,0.99986833,-0.9770342,0.9980438,0.9911376,-0.812937,0.99999994,-0.5377899,-0.9712521,0.99985385
batch1_sample1_transformed,-0.031742133,0.53260916,0.319914,0.24929161,0.39502624,0.22611597,0.67756593,0.7359701,-0.03642588,0.25009638,-0.7405505,0.7378979,-0.5552544,-0.38560414,-0.62238455,0.54424345,-0.61503404,0.81855613,-0.9051288,0.5320655,-0.19617608,0.86429656,-0.23297903,-0.28397343,-0.6968971,0.26447794,0.86108524,0.23077933,0.36455378,0.45271727
batch1_sample1_transformed,0.9511559,0.9998772,0.99948025,0.7124473,0.9997293,0.99998784,0.99990743,0.99998903,0.8715602,0.9987373,0.63909644,0.995193,0.99968964,0.8536424,-0.8030691,0.9995637,0.998033,-0.863042,-0.9921937,0.9384265,0.98359644,-0.5477367,0.99403435,-0.8801892,0.7973168,0.9986874,0.99964654,-0.9559145,0.8953204,0.6878791
batch1_sample1_transformed,-0.8740628,-0.15513498,-0.3432304,0.15292439,-0.32151735,-0.92064106,-0.86420363,-0.7153746,-0.058174644,-0.6896951,-0.8398065,-0.769443,-0.6861142,-0.6814839,0.41973883,-0.7764125,-0.85726666,0.9340632,0.7244278,0.8506177,-0.36377233,-0.5056313,0.20798889,0.09155088,-0.7768779,0.14156286,-0.22573756,-0.69373137,-0.51521385,-0.2109311
